,qid,question,question_seg,Guessed_SO_Pair
434,435,火狐、谷歌浏览器使用普通版的方法,火狐|谷歌|浏览器|使用|普通版|的|方法|,"[[('浏览器', '火狐'), 0.15384615384615385], [('方法', '火狐'), 0.15384615384615385], [('方法', '浏览器'), 0.15384615384615385], [('火狐', '使用'), 0.07692307692307693], [('火狐', '谷歌'), 0.07692307692307693], [('使用', '谷歌'), 0.07692307692307693], [('浏览器', '使用'), 0.07692307692307693], [('方法', '使用'), 0.07692307692307693], [('浏览器', '谷歌'), 0.07692307692307693], [('方法', '谷歌'), 0.07692307692307693]]"
435,436,MAC（苹果电脑）安全控件使用方法,MAC|苹果电脑|安全控件|使用|方法|,"[[('安全控件', '苹果电脑'), 0.25], [('方法', '安全控件'), 0.25], [('苹果电脑', 'MAC'), 0.125], [('方法', '苹果电脑'), 0.125], [('安全控件', 'MAC'), 0.125], [('方法', 'MAC'), 0.125]]"
436,437,个人银行普通版支持哪些浏览器,个人银行|普通版|支持|哪些|浏览器|,"[[('浏览器', '支持'), 0.6], [('个人银行', '浏览器'), 0.2], [('个人银行', '支持'), 0.2]]"
437,438,送苹果6的活动详情,送|苹果|6|的|活动|详情|,"[[('送', '活动'), 0.3333333333333333], [('苹果', '活动'), 0.3333333333333333], [('苹果', '送'), 0.3333333333333333]]"
438,439,WIN8系统出现乱码问题，如何解决,WIN8|系统|出现|乱码|问题|如何|解决|,"[[('系统', '出现'), 0.19047619047619047], [('乱码', '出现'), 0.19047619047619047], [('系统', '乱码'), 0.19047619047619047], [('出现', '解决'), 0.14285714285714285], [('系统', '解决'), 0.14285714285714285], [('乱码', '解决'), 0.14285714285714285]]"
439,440,英文系统出现乱码问题，如何解决,英文|系统|出现|乱码|问题|如何|解决|,"[[('系统', '出现'), 0.13793103448275862], [('系统', '乱码'), 0.13793103448275862], [('乱码', '出现'), 0.13793103448275862], [('系统', '解决'), 0.10344827586206896], [('出现', '解决'), 0.10344827586206896], [('乱码', '解决'), 0.10344827586206896], [('系统', '英文'), 0.06896551724137931], [('出现', '英文'), 0.06896551724137931], [('解决', '英文'), 0.06896551724137931], [('乱码', '英文'), 0.06896551724137931]]"
440,441,"个人版登录界面左边正常,右边是乱码,图片无法显示",个人版|登录|界面|左边|正常|右边|是|乱码|图片|无法|显示|,"[[('无法', '显示'), 0.18181818181818182], [('图片', '显示'), 0.09090909090909091], [('界面', '图片'), 0.09090909090909091], [('乱码', '图片'), 0.09090909090909091], [('无法', '图片'), 0.09090909090909091], [('界面', '显示'), 0.09090909090909091], [('乱码', '显示'), 0.09090909090909091], [('乱码', '界面'), 0.09090909090909091], [('无法', '界面'), 0.09090909090909091], [('无法', '乱码'), 0.09090909090909091]]"
441,442,手机银行登录时附加码显示为红叉（储蓄卡）或5个点（一网通用户），应如何处理,手机银行|登录|时|附加码|显示|为|红叉|储蓄卡|或|5|个|点|一网通|用户|应|如何处理|,
442,443,个人银行个人版登陆窗口右侧显示“此程序无法显示网页”或登陆后“无法显示欢迎页,个人银行|个人版|登陆|窗口|右侧|显示|此|程序|无法|显示|网页|或|登陆|后|无法|显示|欢迎|页|,"[[('个人版', '个人银行'), 0.45714285714285713], [('个人版', '无法'), 0.08571428571428572], [('个人银行', '无法'), 0.08571428571428572], [('无法', '显示'), 0.05714285714285714], [('登陆', '网页'), 0.02857142857142857], [('显示', '登陆'), 0.02857142857142857], [('个人版', '登陆'), 0.02857142857142857], [('个人银行', '登陆'), 0.02857142857142857], [('无法', '登陆'), 0.02857142857142857], [('显示', '网页'), 0.02857142857142857], [('个人版', '网页'), 0.02857142857142857], [('个人银行', '网页'), 0.02857142857142857], [('无法', '网页'), 0.02857142857142857], [('个人版', '显示'), 0.02857142857142857], [('个人银行', '显示'), 0.02857142857142857]]"
443,444,iphone版手机银行客户端打不开、登录不显示附加码、金融助手页面空白,iphone|版|手机银行|客户端|打不开|登录|不|显示|附加码|金融|助手|页面|空白|,"[[('手机银行', '金融'), 0.16666666666666666], [('手机银行', '版'), 0.16666666666666666], [('手机银行', '助手'), 0.16666666666666666], [('版', '金融'), 0.16666666666666666], [('助手', '金融'), 0.16666666666666666], [('版', '助手'), 0.16666666666666666]]"
444,445,个人银行个人版支付时提示：无法启动个人银行个人版，请确认：1.您是否安装了个人银行个人版？2.浏览器是否禁止ActiveX控件的运行？,个人银行|个人版|支付|时|提示|无法|启动|个人银行|个人版|请|确认|1.|您|是否|安装|了|个人银行|个人版|2.|浏览器|是否|禁止|ActiveX|控件|的|运行|,"[[('个人版', '个人银行'), 0.35555555555555557], [('个人版', '支付'), 0.1111111111111111], [('时', '支付'), 0.06666666666666667], [('个人版', '无法'), 0.06666666666666667], [('个人银行', '无法'), 0.06666666666666667], [('个人版', '时'), 0.044444444444444446], [('个人银行', '时'), 0.044444444444444446], [('个人版', '启动'), 0.044444444444444446], [('个人银行', '启动'), 0.044444444444444446], [('无法', '启动'), 0.044444444444444446], [('时', '启动'), 0.022222222222222223], [('时', '无法'), 0.022222222222222223], [('支付', '启动'), 0.022222222222222223], [('个人银行', '支付'), 0.022222222222222223], [('无法', '支付'), 0.022222222222222223]]"
445,446,个人银行个人版登录后窗口自动最小化,个人银行|个人版|登录|后|窗口|自动|最小化|,"[[('个人版', '个人银行'), 0.7619047619047619], [('个人版', '最小化'), 0.047619047619047616], [('个人版', '窗口'), 0.047619047619047616], [('最小化', '窗口'), 0.047619047619047616], [('个人银行', '最小化'), 0.047619047619047616], [('个人银行', '窗口'), 0.047619047619047616]]"
446,447,登录普通版时看不到“附加码”,登录|普通版|时|看不到|附加码|,"[('附加码', '登录'), 1]"
447,448,信用卡币种介绍,信用卡|币种|介绍|,"[[('信用卡', '介绍'), 0.7894736842105263], [('信用卡', '币种'), 0.15789473684210525], [('币种', '介绍'), 0.05263157894736842]]"
448,449,国外使用信用卡,国外|使用信用卡|,"[('使用信用卡', '国外'), 1]"
449,450,信用卡外汇兑换手续费,信用卡|外汇兑换|手续费|,"[[('信用卡', '手续费'), 0.8333333333333334], [('手续费', '外汇兑换'), 0.1111111111111111], [('信用卡', '外汇兑换'), 0.05555555555555555]]"
450,451,信用卡的功能介绍,信用卡|的|功能|介绍|,"[[('信用卡', '介绍'), 0.5769230769230769], [('信用卡', '功能'), 0.3076923076923077], [('功能', '介绍'), 0.11538461538461539]]"
451,452,储蓄卡的介绍,储蓄卡|的|介绍|,"[('储蓄卡', '介绍'), 1]"
452,453,储蓄卡是否可以换成信用卡,储蓄卡|是否|可以|换成|信用卡|,"[[('信用卡', '储蓄卡'), 0.5], [('信用卡', '换成'), 0.25], [('储蓄卡', '换成'), 0.25]]"
453,454,新客户办信用卡途径,新客户|办|信用卡|途径|,"[[('信用卡', '办'), 0.5], [('信用卡', '途径'), 0.25], [('途径', '办'), 0.25]]"
454,455,信用卡组织介绍,信用卡|组织|介绍|,"[[('信用卡', '介绍'), 0.8823529411764706], [('信用卡', '组织'), 0.058823529411764705], [('组织', '介绍'), 0.058823529411764705]]"
455,456,什么是个人实盘外汇买卖,什么|是|个人|实盘|外汇买卖|,"[[('实盘', '外汇买卖'), 0.3333333333333333], [('个人', '实盘'), 0.3333333333333333], [('个人', '外汇买卖'), 0.3333333333333333]]"
456,457,信用卡修改自动还款功能,信用卡|修改|自动还款|功能|,"[[('信用卡', '修改'), 0.7804878048780488], [('信用卡', '功能'), 0.1951219512195122], [('功能', '修改'), 0.024390243902439025]]"
457,458,储蓄卡IC卡换卡规定,储蓄卡|IC卡|换卡|规定|,"[[('储蓄卡', '换卡'), 0.5909090909090909], [('储蓄卡', 'IC卡'), 0.13636363636363635], [('IC卡', '规定'), 0.09090909090909091], [('换卡', '规定'), 0.09090909090909091], [('储蓄卡', '规定'), 0.045454545454545456], [('换卡', 'IC卡'), 0.045454545454545456]]"
458,459,储蓄卡是否可以变更开户行,储蓄卡|是否|可以|变更|开户行|,
459,460,银行借记卡账户是否可以开联名卡（或附属卡）,银行|借记卡|账户|是否|可以|开|联名卡|或|附属卡|,"[[('借记卡', '联名卡'), 0.16666666666666666], [('银行', '联名卡'), 0.16666666666666666], [('联名卡', '附属卡'), 0.16666666666666666], [('银行', '借记卡'), 0.16666666666666666], [('借记卡', '附属卡'), 0.16666666666666666], [('银行', '附属卡'), 0.16666666666666666]]"
460,461,16周岁以下申请储蓄卡,16|周岁|以下|申请|储蓄卡|,"[('储蓄卡', '申请'), 1]"
461,462,储蓄卡金卡开户基本规定,储蓄卡|金卡|开户|基本|规定|,"[('规定', '金卡'), 1]"
462,463,储蓄卡铂金卡开户说明,储蓄卡|铂金卡|开户|说明|,"[('储蓄卡', '铂金卡'), 1]"
463,464,储蓄卡外币兑换手续费,储蓄卡|外币|兑换|手续费|,"[[('储蓄卡', '手续费'), 0.3], [('外币', '兑换'), 0.2], [('储蓄卡', '外币'), 0.2], [('储蓄卡', '兑换'), 0.1], [('手续费', '兑换'), 0.1], [('手续费', '外币'), 0.1]]"
464,465,自助结售汇提示“FKD9999-WEB0003由于外管局额度系统通讯故障，稍后再试”有什么含义,自助|结售汇|提示|FKD|9999|WEB0003|由于|外管局|额度|系统|通讯|故障|稍后|再|试|有|什么|含义|,
465,466,自助结售汇提示“FKD9999-WEB0010系统忙，请稍候再试”有什么含义,自助|结售汇|提示|FKD|9999|WEB0010|系统|忙|请|稍候|再|试|有|什么|含义|,
466,467,在内地见证网点申请香港储蓄卡需要提供哪些资料,在|内地|见证|网点|申请|香港|储蓄卡|需要提供|哪些|资料|,"[[('内地', '见证'), 0.3333333333333333], [('香港', '见证'), 0.3333333333333333], [('内地', '香港'), 0.3333333333333333]]"
467,468,储蓄卡金卡有什么优势,储蓄卡|金卡|有|什么|优势|,"[('储蓄卡', '金卡'), 1]"
468,469,私人银行卡开户准入条件是什么,私人|银行卡|开户|准入条件|是|什么|,"[[('开户', '私人'), 0.2222222222222222], [('银行卡', '私人'), 0.2222222222222222], [('开户', '银行卡'), 0.2222222222222222], [('私人', '准入条件'), 0.1111111111111111], [('开户', '准入条件'), 0.1111111111111111], [('银行卡', '准入条件'), 0.1111111111111111]]"
469,470,储蓄卡金卡账户管理费收费标准,储蓄卡|金卡|账户管理费|收费|标准|,"[[('收费', '标准'), 0.24444444444444444], [('储蓄卡', '账户管理费'), 0.15555555555555556], [('账户管理费', '收费'), 0.13333333333333333], [('储蓄卡', '收费'), 0.1111111111111111], [('账户管理费', '标准'), 0.1111111111111111], [('储蓄卡', '金卡'), 0.08888888888888889], [('标准', '金卡'), 0.044444444444444446], [('账户管理费', '金卡'), 0.044444444444444446], [('储蓄卡', '标准'), 0.044444444444444446], [('收费', '金卡'), 0.022222222222222223]]"
470,471,钻石卡开户要求,钻石卡|开户|要求|,
471,472,铂金卡有什么优势,铂金卡|有|什么|优势|,
472,473,账户管理费的收费标准,账户管理费|的|收费|标准|,"[[('收费', '标准'), 0.5], [('账户管理费', '收费'), 0.2727272727272727], [('账户管理费', '标准'), 0.22727272727272727]]"
473,474,哪些人可以申请办理信用卡,哪些|人|可以|申请|办理|信用卡|,"[[('信用卡', '办理'), 0.5897435897435898], [('信用卡', '申请'), 0.28205128205128205], [('信用卡', '人'), 0.05128205128205128], [('办理', '人'), 0.02564102564102564], [('办理', '申请'), 0.02564102564102564], [('人', '申请'), 0.02564102564102564]]"
474,475,信用卡购汇还款说明,信用卡|购汇还款|说明|,"[[('信用卡', '购汇还款'), 0.6666666666666666], [('信用卡', '说明'), 0.16666666666666666], [('购汇还款', '说明'), 0.16666666666666666]]"
475,476,信用卡购汇还款注意事项,信用卡|购汇还款|注意事项|,"[[('信用卡', '注意事项'), 0.6153846153846154], [('信用卡', '购汇还款'), 0.3076923076923077], [('注意事项', '购汇还款'), 0.07692307692307693]]"
476,477,信用卡美元账单转账还款,信用卡|美元|账单|转账|还款|,"[[('信用卡', '还款'), 0.6551724137931034], [('信用卡', '账单'), 0.1724137931034483], [('还款', '美元'), 0.05172413793103448], [('账单', '美元'), 0.05172413793103448], [('信用卡', '美元'), 0.034482758620689655], [('账单', '还款'), 0.034482758620689655]]"
477,478,如何开立账户证明书,如何|开立|账户|证明书|,"[[('账户', '证明书'), 0.6], [('开立', '证明书'), 0.2], [('账户', '开立'), 0.2]]"
478,479,信用卡附属卡办卡途径,信用卡|附属卡|办卡|途径|,
479,480,个人预留手机是否可以绑定境外号码,个人|预留|手机|是否|可以|绑定|境外|号码|,"[[('号码', '绑定'), 0.3333333333333333], [('号码', '预留'), 0.3333333333333333], [('预留', '绑定'), 0.3333333333333333]]"
480,481,查询储蓄卡绑定的手机号码,查询|储蓄卡|绑定|的|手机号码|,"[[('手机号码', '绑定'), 0.6], [('手机号码', '查询'), 0.2], [('查询', '绑定'), 0.2]]"
481,482,修改手机号码,修改|手机号码|,"[('手机号码', '修改'), 1]"
482,483,换卡之后卡片开户行是否会变更,换卡|之后|卡片|开户行|是否|会|变更|,"[[('换卡', '会'), 0.45454545454545453], [('开户行', '变更'), 0.18181818181818182], [('开户行', '会'), 0.09090909090909091], [('换卡', '开户行'), 0.09090909090909091], [('变更', '会'), 0.09090909090909091], [('换卡', '变更'), 0.09090909090909091]]"
483,484,网点预约功能介绍,网点|预约|功能|介绍|,"[[('网点', '预约'), 0.42857142857142855], [('功能', '预约'), 0.2857142857142857], [('功能', '网点'), 0.2857142857142857]]"
484,485,出现RJ04提示的原因,出现|RJ04|提示|的|原因|,"[('RJ04', '提示'), 1]"
485,486,超级网银介绍,超级网银|介绍|,
486,487,信用卡购汇的汇率计算规定,信用卡|购汇|的|汇率|计算|规定|,"[[('信用卡', '购汇'), 0.2857142857142857], [('信用卡', '汇率'), 0.14285714285714285], [('信用卡', '计算'), 0.14285714285714285], [('汇率', '购汇'), 0.14285714285714285], [('购汇', '计算'), 0.14285714285714285], [('汇率', '计算'), 0.14285714285714285]]"
487,488,通过书面挂失实现原卡号换IC卡的条件,通过|书面|挂失|实现|原卡|号换|IC卡|的|条件|,"[[('原卡', '挂失'), 0.3333333333333333], [('IC卡', '挂失'), 0.3333333333333333], [('IC卡', '原卡'), 0.3333333333333333]]"
488,489,储蓄卡原卡号换IC卡是什么,储蓄卡|原卡|号换|IC卡|是|什么|,
489,490,储蓄卡IC卡开户规定,储蓄卡|IC卡|开户|规定|,"[[('IC卡', '规定'), 0.5], [('开户', 'IC卡'), 0.25], [('开户', '规定'), 0.25]]"
490,491,储蓄卡升级、降级、平级换卡的流程,储蓄卡|升级|降级|平级|换卡|的|流程|,"[[('储蓄卡', '换卡'), 0.4642857142857143], [('储蓄卡', '降级'), 0.17857142857142858], [('储蓄卡', '升级'), 0.10714285714285714], [('升级', '降级'), 0.10714285714285714], [('换卡', '升级'), 0.10714285714285714], [('换卡', '降级'), 0.03571428571428571]]"
491,492,储蓄卡是否可以变更开户行（储蓄卡）,储蓄卡|是否|可以|变更|开户行|储蓄卡|,"[[('储蓄卡', '开户行'), 0.4], [('开户行', '变更'), 0.4], [('储蓄卡', '变更'), 0.2]]"
492,493,重写磁办理流程,重写磁|办理|流程|,
493,494,申请香港储蓄卡提供的住址证明需满足什么条件,申请|香港|储蓄卡|提供|的|住址|证明|需|满足|什么|条件|,"[('储蓄卡', '香港'), 1]"
494,495,香港储蓄卡内地见证网点,香港|储蓄卡|内地|见证|网点|,"[[('内地', '见证'), 0.2222222222222222], [('内地', '香港'), 0.2222222222222222], [('香港', '见证'), 0.2222222222222222], [('网点', '内地'), 0.1111111111111111], [('网点', '见证'), 0.1111111111111111], [('网点', '香港'), 0.1111111111111111]]"
